Number,Year,Title,Genre,Rated,Type,Runtime,Director,Writer,Actors,Language,Country,Awards,imdbRating
5275,1997,Ernest Goes to Africa,6.0,6.75021682567216,6.0,90,5.625,5.0,5.25,6.0,6.0,0,5.0
5276,1999,The Witness,6.0,6.75021682567216,6.0,95,5.0,5.0,5.25,6.0,6.0,0,5.0
5277,2001,The Anniversary Party,6.666666666666667,6.561867935752528,6.0,115,7.0,7.0,6.75,6.0,6.0,7,7.0
5278,1993,My Favorite Season,7.0,7.084432717678101,6.0,127,8.0,8.0,7.25,7.0,7.0,11,8.0
5285,1959,The Tingler,5.0,7.566810344827586,6.0,82,7.0,7.0,7.0,6.0,6.0,0,7.0
5287,1967,Bonnie and Clyde,6.333333333333333,7.516129032258065,6.0,111,7.625,7.5,7.0,6.0,6.0,49,8.0
5293,1992,Patriot Games,6.0,6.561867935752528,6.0,117,7.285714285714286,6.666666666666667,6.5,6.0,6.0,3,7.0
5296,2003,Camp,6.666666666666667,6.6177194421657095,6.0,114,7.0,6.0,6.5,6.5,6.0,6,7.0
5299,1993,Dragon Ball Z: Broly: The Legendary Super Saiyan,6.333333333333333,7.28,6.0,72,8.0,7.0,7.75,7.0,7.0,0,8.0
5300,1996,Kids Return,6.333333333333333,7.084432717678101,6.0,107,7.75,8.0,7.75,7.0,7.0,15,8.0
5305,1993,Judgment Night,6.333333333333333,6.561867935752528,6.0,110,6.714285714285714,6.0,6.0,6.0,6.5,0,7.0
5308,2000,Vatel,7.0,6.6177194421657095,6.0,103,7.0,7.0,6.75,6.0,7.0,5,7.0
5312,2003,Recess: Taking the Fifth Grade,6.333333333333333,6.877256317689531,6.0,62,7.0,7.0,6.5,6.0,6.0,0,7.0
5313,1988,Kansas,6.666666666666667,6.561867935752528,6.0,108,6.0,6.0,6.25,6.0,6.0,0,6.0
5316,1935,The Lives of a Bengal Lancer,6.5,7.566810344827586,6.0,109,7.357142857142857,8.0,7.75,6.0,6.0,9,8.0
5317,2000,Miss Congeniality,6.0,6.6177194421657095,6.0,109,6.5,6.666666666666667,6.25,6.6,6.0,14,7.0
5318,1995,Tommy Boy,6.0,6.6177194421657095,6.0,97,7.0,6.0,5.75,6.0,6.0,3,7.0
5320,2005,The Upside of Anger,6.5,6.561867935752528,6.0,118,6.25,6.0,6.5,6.0,6.333333333333333,17,7.0
5321,2004,Border Blues,6.0,6.561867935752528,6.0,86,2.0,2.0,3.75,6.0,6.0,0,2.0
5325,1996,Lilies,6.333333333333333,6.561867935752528,6.0,95,8.0,8.0,8.0,6.5,6.0,22,8.0
5327,2005,Guess Who,6.5,6.6177194421657095,6.0,105,6.6,6.0,5.75,6.0,6.0,16,6.0
5328,2002,Sniper 2,6.5,6.561867935752528,6.0,91,6.4,6.0,6.0,6.5,6.5,1,6.0
5330,1984,A Christmas Carol,6.333333333333333,6.75021682567216,6.0,100,6.666666666666667,7.0,7.25,6.5,6.5,0,8.0
5333,2002,Big Fat Liar,6.0,6.75021682567216,6.0,88,6.0,6.0,6.0,6.0,6.0,4,6.0
5336,1994,The Inkwell,6.666666666666667,6.561867935752528,6.0,110,7.0,7.0,6.75,6.0,6.0,0,7.0
5338,1986,A Better Tomorrow,6.333333333333333,6.561867935752528,6.0,95,7.0,7.666666666666667,7.5,6.666666666666667,7.0,20,8.0
5340,2005,Single White Female 2: The Psycho,6.5,6.561867935752528,6.0,91,5.0,4.666666666666667,5.0,6.0,6.0,0,5.0
5341,1958,The Inn of the Sixth Happiness,7.0,7.516129032258065,6.0,158,7.666666666666667,7.5,7.5,6.8,6.0,9,8.0
5342,1991,The Butcher's Wife,6.0,6.6177194421657095,6.0,107,6.0,6.0,6.0,6.0,6.0,1,6.0
5343,2000,Jazz,7.0,7.084432717678101,6.0,0,7.0,7.0,7.0,7.0,7.0,0,7.0
5344,1999,Guinevere,7.0,6.561867935752528,6.0,104,6.5,6.0,6.25,6.0,6.0,9,6.0
5345,2004,Shark Tale,6.333333333333333,6.75021682567216,6.0,90,6.0,6.1,6.25,6.0,6.0,19,6.0
5346,1999,The Collectors,6.0,6.561867935752528,6.0,90,5.125,4.0,4.25,6.0,6.0,0,4.0
5347,2002,Walking on Water,7.0,7.084432717678101,6.0,90,7.0,7.0,7.0,6.0,6.0,24,7.0
5348,1995,The Chinese Feast,6.5,7.084432717678101,6.0,100,6.285714285714286,7.0,7.0,7.0,7.0,0,7.0
5350,1985,Vagabond,7.0,7.566810344827586,6.0,105,7.5,7.0,8.0,6.666666666666667,7.0,13,8.0
5351,1990,Mo' Better Blues,7.0,6.561867935752528,6.0,130,7.133333333333334,7.0,6.5,6.0,6.0,4,7.0
5352,1999,Tuvalu,6.666666666666667,7.084432717678101,6.0,101,8.0,8.0,7.75,7.0,6.0,35,8.0
5353,1970,Zatoichi Meets Yojimbo,6.333333333333333,7.566810344827586,6.0,115,8.333333333333334,8.0,7.75,7.0,7.0,0,8.0
5355,1937,A Star Is Born,7.0,7.566810344827586,6.0,111,8.0,8.0,8.0,6.0,6.0,10,8.0
5360,1983,The Right Stuff,6.666666666666667,6.75021682567216,6.0,193,7.5,7.5,6.5,6.5,6.0,26,8.0
5361,1988,Masquerade,6.666666666666667,6.561867935752528,6.0,91,6.0,6.0,5.75,6.5,6.0,1,6.0
5363,2001,Jay and Silent Bob Strike Back,6.0,6.561867935752528,6.0,104,7.666666666666667,7.0,6.5,6.0,6.0,4,7.0
5366,1999,The Mod Squad,6.0,6.561867935752528,6.0,92,6.0,5.25,6.0,6.0,6.0,6,5.0
5367,1996,The Glimmer Man,6.0,6.561867935752528,6.0,91,6.4,6.0,6.0,6.0,6.0,0,6.0
5371,1976,The Killing of a Chinese Bookie,6.333333333333333,6.561867935752528,6.0,135,7.833333333333333,7.0,7.25,6.0,6.0,0,8.0
5372,2003,Hell's Highway: The True Story of Highway Safety Films,7.0,7.084432717678101,6.0,91,7.0,7.0,7.0,6.0,6.0,0,7.0
5375,1957,Battle Hymn,7.0,7.516129032258065,6.0,108,7.5,7.0,7.0,6.5,6.0,2,7.0
5376,2003,Cowards Bend the Knee,7.0,7.084432717678101,6.0,60,8.0,8.0,7.75,6.0,6.0,2,8.0
5378,1927,My Best Girl,6.5,7.14540059347181,6.0,80,8.0,8.0,7.75,6.0,6.0,0,8.0
5380,1960,Two-Way Stretch,6.0,7.084432717678101,6.0,78,7.5,7.0,6.5,6.0,7.0,0,7.0
5383,1971,Zatoichi Meets the One-Armed Swordsman,6.333333333333333,7.566810344827586,6.0,94,8.0,8.0,7.5,7.0,7.0,1,8.0
5384,1989,The Killer,6.333333333333333,6.561867935752528,6.0,111,7.0,8.0,7.25,7.0,7.0,7,8.0
5386,2001,After Image,6.5,6.561867935752528,6.0,92,4.0,4.0,5.0,6.0,6.5,0,4.0
5387,1991,Dutch,6.5,6.6177194421657095,6.0,107,7.0,6.0,6.0,6.0,6.0,2,7.0
5389,1997,Who the Hell Is Juliette?,7.0,7.084432717678101,6.0,91,7.0,7.0,7.0,6.666666666666667,6.0,17,7.0
5390,2004,Anacondas: The Hunt for the Blood Orchid,5.666666666666667,6.6177194421657095,6.0,97,6.0,5.2,5.0,6.0,6.0,1,5.0
5391,1999,Anna and the King,7.0,6.6177194421657095,6.0,148,6.8,7.0,6.75,6.666666666666667,6.0,14,7.0
5394,1996,Andersonville,7.0,7.084432717678101,6.0,167,7.2,8.0,7.25,6.0,6.0,13,8.0
5398,2004,Hyderabad Blues 2,6.5,7.084432717678101,6.0,0,7.0,7.0,7.0,6.666666666666667,7.0,1,7.0
5399,1919,Daddy Long Legs,6.5,7.14540059347181,6.0,85,8.0,8.0,8.0,6.0,6.0,0,8.0
5401,2004,Dodgeball: A True Underdog Story,6.0,6.6177194421657095,6.0,92,7.0,7.0,6.0,6.5,6.0,9,7.0
5402,1978,Days of Heaven,7.0,6.75021682567216,6.0,94,8.0,8.0,6.75,6.5,6.0,25,8.0
5403,1999,Light It Up,6.5,6.561867935752528,6.0,99,6.0,6.0,6.25,6.0,6.0,5,6.0
5405,2002,The Business of Fancydancing,7.0,7.084432717678101,6.0,103,7.0,7.0,7.0,6.0,6.0,7,7.0
5411,1977,Alaap,6.666666666666667,7.084432717678101,6.0,160,8.25,8.0,7.5,7.0,7.0,0,8.0
5413,1996,Fudoh: The New Generation,6.0,7.084432717678101,6.0,98,7.230769230769231,8.0,7.5,7.0,7.0,3,8.0
5415,1999,Mickey Blue Eyes,6.333333333333333,6.6177194421657095,6.0,102,6.333333333333333,6.0,6.0,6.0,6.5,0,6.0
5416,1945,Back to Bataan,7.0,7.516129032258065,6.0,95,7.333333333333333,7.0,7.0,6.0,6.0,0,7.0
5417,1995,Tales From the Hood,5.666666666666667,6.561867935752528,6.0,98,7.0,6.5,6.75,6.0,6.0,0,7.0
5420,2003,Dog Gone,7.0,7.084432717678101,6.0,28,7.0,7.0,7.0,6.0,6.0,0,7.0
5422,1929,Piccadilly,6.5,7.28,6.0,92,8.0,8.0,7.5,6.0,7.0,1,8.0
5425,1999,Best Laid Plans,6.333333333333333,6.561867935752528,6.0,92,7.5,7.0,6.5,6.0,6.0,1,7.0
5427,1992,Crisscross,6.5,6.561867935752528,6.0,100,6.5,6.0,5.75,6.0,6.0,0,6.0
5428,2002,Teddy Bears' Picnic,6.0,6.561867935752528,6.0,80,4.0,6.0,5.25,6.0,6.0,0,4.0
5429,1967,Elvira Madigan,7.0,6.75021682567216,6.0,91,7.5,7.5,7.75,7.0,7.0,8,8.0
5430,1996,Sleepers,6.333333333333333,6.561867935752528,6.0,147,7.0,7.5,7.0,6.0,6.0,6,8.0
5431,1996,Emperor's Shadow,7.0,7.084432717678101,6.0,130,7.0,8.0,7.25,7.0,7.0,2,7.0
5433,1985,Turk 182!,6.333333333333333,6.6177194421657095,6.0,102,6.083333333333333,6.0,5.75,6.0,6.0,2,6.0
5434,2000,Mission to Mars,6.0,6.75021682567216,6.0,114,7.2631578947368425,6.0,6.75,6.0,6.0,1,6.0
5435,1988,Biloxi Blues,6.5,6.6177194421657095,6.0,106,7.352941176470588,7.0,6.25,6.0,6.0,0,7.0
5436,1986,Seize the Day,7.0,7.14540059347181,6.0,93,7.0,7.0,6.25,6.0,6.0,1,7.0
5438,2001,Princesa,7.0,7.14540059347181,6.0,94,7.0,7.0,7.0,7.0,6.8,3,7.0
5439,2001,Yaadein,7.0,7.084432717678101,6.0,171,5.666666666666667,5.4,6.25,7.0,7.0,1,5.0
5441,1976,The Marquise of O,7.0,6.75021682567216,6.0,102,7.875,8.0,8.0,7.0,7.0,13,8.0
5443,1970,Where's Poppa?,6.0,6.561867935752528,6.0,82,6.909090909090909,6.5,6.75,6.0,6.0,3,7.0
5444,1998,Cousin Bette,6.666666666666667,6.561867935752528,6.0,108,7.0,7.0,6.25,6.0,6.5,2,7.0
5447,1998,No Looking Back,6.666666666666667,6.561867935752528,6.0,96,6.5,6.0,6.25,6.0,6.0,0,6.0
5448,2002,Jackass: The Movie,6.5,6.561867935752528,6.0,87,7.0,7.0,6.75,6.0,6.0,8,7.0
5449,2004,Ab Tak Chhappan,6.333333333333333,7.084432717678101,6.0,129,8.0,8.0,7.75,7.0,7.0,17,8.0
5454,2000,Time and Tide,6.333333333333333,6.561867935752528,6.0,113,6.285714285714286,6.5,6.75,6.8,7.0,12,7.0
5455,1999,Outside Providence,6.666666666666667,6.561867935752528,6.0,96,6.5,6.5,6.5,6.0,6.0,1,7.0
5459,2000,Code Unknown,7.0,7.14540059347181,6.0,118,7.5,7.0,7.75,7.0,6.333333333333333,3,8.0
5460,1998,Tess of the D'Urbervilles,7.0,7.084432717678101,6.0,180,8.0,7.5,7.5,6.0,7.0,0,8.0
5462,1999,The Messenger: The Story of Joan of Arc,6.666666666666667,6.561867935752528,6.0,148,7.714285714285714,6.5,7.0,6.5,7.0,18,7.0
5464,1999,RKO 281,7.0,6.561867935752528,6.0,86,8.0,7.333333333333333,6.75,6.0,6.5,41,8.0
5465,1968,The Scalphunters,6.5,7.084432717678101,6.0,102,7.375,6.0,7.0,6.0,6.0,3,7.0
5467,2004,Intimate Strangers,6.666666666666667,6.561867935752528,6.0,104,8.0,7.666666666666667,7.5,7.0,7.0,3,8.0
5468,1974,Thunderbolt and Lightfoot,6.333333333333333,6.561867935752528,6.0,115,7.166666666666667,7.0,6.5,6.0,6.0,0,8.0
5469,1959,The Best of Everything,7.0,7.516129032258065,6.0,121,7.4,6.666666666666667,6.5,6.0,6.0,0,7.0
5470,1979,The Jesus Film,6.666666666666667,6.877256317689531,6.0,117,8.0,8.0,7.75,6.0,6.0,0,8.0
5472,1987,Spaceballs,6.0,6.75021682567216,6.0,96,7.0,8.0,6.25,6.0,6.0,1,8.0
5473,1969,The Undefeated,7.0,6.877256317689531,6.0,119,7.125,6.5,7.0,6.666666666666667,6.0,0,7.0
5474,1999,Gloria,6.333333333333333,6.561867935752528,6.0,108,7.2631578947368425,6.0,5.75,6.0,6.0,4,6.0
5476,1959,Hiroshima Mon Amour,7.0,7.566810344827586,6.0,90,7.5,8.0,8.0,6.666666666666667,7.0,12,8.0
5477,1988,Twins,6.0,6.75021682567216,6.0,107,6.3,5.75,6.0,6.0,6.0,5,6.0
5478,1966,The Game Is Over,7.0,7.084432717678101,6.0,98,6.2,5.8,6.75,7.0,7.0,1,6.0
5480,1982,Scarlet Pimpernel,6.666666666666667,7.566810344827586,6.0,142,6.666666666666667,8.0,7.0,6.0,7.0,3,8.0
5483,2002,Naked Weapon,6.333333333333333,6.561867935752528,6.0,90,6.333333333333333,6.0,6.0,6.5,7.0,0,6.0
5484,2000,Har dil jo Pyar karega...,6.666666666666667,7.084432717678101,6.0,173,6.0,6.0,7.0,7.0,7.0,4,6.0
5487,1993,Twenty Bucks,6.5,6.561867935752528,6.0,91,7.0,6.5,6.5,6.0,6.0,3,7.0
5488,1977,Kentucky Fried Movie,6.0,6.561867935752528,6.0,83,6.75,7.0,7.0,6.5,6.0,0,7.0
5489,1966,After the Fox,6.0,7.516129032258065,6.0,103,8.0,7.0,7.0,6.5,7.0,0,7.0
5492,1965,10th Victim,6.0,7.084432717678101,6.0,92,7.0,7.2,7.0,7.0,7.0,1,7.0
5493,1993,Sommersby,6.666666666666667,6.6177194421657095,6.0,114,6.833333333333333,7.0,6.75,6.0,6.5,2,7.0
5497,1944,Memphis Belle,7.0,7.084432717678101,6.0,45,8.2,8.0,8.0,6.0,6.0,3,8.0
5498,1968,Never a Dull Moment,6.0,7.084432717678101,6.0,99,6.0,7.0,6.75,6.0,6.0,0,7.0
5499,1986,Soul Man,6.5,6.6177194421657095,6.0,104,6.25,6.0,6.25,6.0,6.0,0,6.0
5503,1979,Salem's Lot,5.5,6.75021682567216,6.0,184,6.0,7.0,7.0,6.0,6.0,4,7.0
5505,1995,Feast of July,6.333333333333333,6.561867935752528,6.0,116,7.0,7.0,6.5,6.0,6.5,0,7.0
5506,1942,The Talk of the Town,6.666666666666667,7.566810344827586,6.0,118,8.090909090909092,7.75,7.5,6.0,6.0,0,8.0
5508,1996,George Carlin: Back in Town,6.5,7.084432717678101,6.0,60,9.0,9.0,8.0,6.0,6.0,2,9.0
5509,1978,The End,6.5,6.561867935752528,6.0,100,6.666666666666667,7.0,6.25,6.0,6.0,0,7.0
5511,1975,Dolemite,6.0,6.561867935752528,6.0,90,6.0,6.0,6.0,6.0,6.0,0,6.0
5515,1964,Dr. Strangelove,6.0,6.75021682567216,6.0,95,8.5,8.25,7.0,6.5,6.5,23,9.0
5518,1976,The Pink Panther Strikes Again,6.0,6.75021682567216,6.0,103,7.190476190476191,7.0,6.75,6.0,6.5,5,8.0
5520,2001,Reboot: Daemon Rising,6.333333333333333,7.084432717678101,6.0,85,9.0,9.0,8.25,6.5,6.0,2,9.0
5521,1988,Stealing Home,6.666666666666667,6.6177194421657095,6.0,98,7.0,7.0,6.75,6.0,6.0,0,7.0
5522,2004,The Machinist,6.5,6.561867935752528,6.0,101,7.333333333333333,8.0,7.0,6.5,6.5,21,8.0
5525,2001,Mad Love,7.0,6.561867935752528,6.0,115,7.0,7.0,7.0,7.0,6.75,26,7.0
5526,2005,Malice Aforethought,6.333333333333333,7.208333333333333,6.0,180,7.0,7.0,7.0,6.0,6.5,0,7.0
5528,2003,The Triplets of Belleville,6.666666666666667,6.6177194421657095,6.0,78,8.0,8.0,8.0,7.0,7.0,54,8.0
5531,1997,The Assignment,6.0,6.561867935752528,6.0,115,6.2,6.5,6.75,6.666666666666667,6.0,0,7.0
5532,1999,Purgatory,6.5,7.208333333333333,6.0,94,6.25,7.0,6.0,6.0,6.0,8,7.0
5537,2001,Avalon,6.333333333333333,6.561867935752528,6.0,107,7.75,7.0,7.0,7.0,7.0,4,7.0
5542,1987,Making Mr. Right,6.333333333333333,6.6177194421657095,6.0,98,6.2,6.0,6.25,6.0,6.0,0,6.0
5543,1957,20 Million Miles to Earth,5.666666666666667,7.516129032258065,6.0,82,6.8,7.0,7.0,6.0,6.0,0,7.0
5544,1989,See No Evil,6.0,6.561867935752528,6.0,103,7.125,6.75,6.25,6.0,6.0,0,7.0
5545,2002,Bad Company,6.0,6.6177194421657095,6.0,116,6.666666666666667,6.0,6.5,6.0,6.0,0,6.0
5546,1953,The Blue Gardenia,6.666666666666667,7.566810344827586,6.0,90,7.909090909090909,7.0,6.75,6.0,6.0,0,7.0
5547,1965,Village of the Giants,6.0,7.084432717678101,6.0,81,4.25,5.0,4.75,6.0,6.0,0,4.0
5548,1986,Legacy of Rage,6.0,6.561867935752528,6.0,87,6.4,7.0,7.0,7.0,7.0,1,7.0
5550,1998,Fogi Is a Bastard,7.0,7.14540059347181,6.0,91,8.0,8.0,8.0,7.0,7.0,3,8.0
5551,2002,The Year That Trembled,7.0,6.561867935752528,6.0,104,6.333333333333333,6.0,6.0,6.0,6.0,0,6.0
5554,1945,They Were Expendable,7.0,7.516129032258065,6.0,135,8.0,8.0,7.5,6.0,6.0,0,8.0
5555,1990,Earth,6.333333333333333,6.6177194421657095,6.0,125,8.0,8.0,8.0,6.5,7.0,7,8.0
5557,1990,Q & A,6.333333333333333,6.561867935752528,6.0,132,7.2631578947368425,7.0,6.25,6.5,6.0,0,7.0
5560,2002,Sorority Boys,6.0,6.561867935752528,6.0,93,6.0,6.0,5.75,6.0,6.0,2,6.0
5561,1967,Cool Hand Luke,7.0,6.75021682567216,6.0,126,7.75,8.333333333333334,7.75,6.0,6.0,12,9.0
5562,1985,Ladyhawke,6.333333333333333,6.6177194421657095,6.0,121,7.153846153846154,6.75,6.25,6.0,6.0,11,7.0
5564,2000,Burnt Money,6.666666666666667,6.561867935752528,6.0,125,8.0,8.0,7.5,7.0,7.333333333333333,13,8.0
5566,1979,Penitentiary,6.333333333333333,6.561867935752528,6.0,99,6.0,6.0,6.0,6.0,6.0,0,6.0
5568,1988,Not of This Earth,5.666666666666667,6.561867935752528,6.0,81,4.1875,4.5,4.75,6.0,6.0,0,5.0
5569,1939,The Adventures of Sherlock Holmes,6.0,7.516129032258065,6.0,85,8.0,8.0,7.0,6.0,6.0,0,8.0
5571,1976,Rocky,6.5,6.75021682567216,6.0,120,6.75,6.0,6.5,6.0,6.0,40,9.0
5574,1945,A Walk in the Sun,7.0,7.516129032258065,6.0,117,7.666666666666667,7.5,7.0,6.5,6.0,2,8.0
5576,1980,Melvin and Howard,6.5,6.561867935752528,6.0,95,7.0,7.0,6.25,6.0,6.0,26,7.0
5577,1957,Throne of Blood,7.0,7.14540059347181,6.0,110,8.733333333333333,8.25,8.0,7.0,7.0,4,9.0
5578,1967,The Firemen's Ball,6.5,7.566810344827586,6.0,71,8.125,8.0,8.0,7.0,7.5,0,8.0
5580,1982,Countryman,7.0,6.561867935752528,6.0,102,8.0,7.5,7.75,6.0,7.0,1,8.0
5581,2004,Perfect Husband: The Laci Peterson Story,6.333333333333333,6.6177194421657095,6.0,84,6.6,6.0,5.5,6.0,6.0,0,6.0
5582,1980,Star Wars: Episode V: The Empire Strikes Back,6.0,6.75021682567216,6.0,124,7.2,8.0,7.0,6.0,6.0,38,9.0
5583,2005,The Marksman,6.0,6.561867935752528,6.0,95,5.0,5.0,5.25,6.0,6.0,0,5.0
5584,1987,Street Trash,5.5,7.14540059347181,6.0,91,7.0,6.0,7.0,6.0,6.0,1,7.0
5586,1969,Katzelmacher,7.0,7.566810344827586,6.0,88,7.833333333333333,7.0,7.75,7.0,7.0,9,8.0
5587,1984,Johnny Dangerously,6.0,6.6177194421657095,6.0,90,6.571428571428571,6.75,6.0,6.0,6.0,0,7.0
5589,2002,The Time Machine,6.0,6.6177194421657095,6.0,96,7.0,6.333333333333333,6.5,6.0,6.0,5,6.0
5590,2005,VeggieTales: Duke and the Great Pie War,6.5,7.084432717678101,6.0,45,7.666666666666667,7.0,7.0,6.0,6.0,0,7.0
5593,1999,Durango Kids,6.333333333333333,6.75021682567216,6.0,102,6.0,6.0,5.75,6.0,6.0,2,6.0
5594,1978,Toolbox Murders,5.666666666666667,6.561867935752528,6.0,93,6.0,6.0,6.25,6.0,6.0,0,6.0
5600,2005,Bunty Aur Babli,6.0,7.084432717678101,6.0,170,7.0,7.333333333333333,6.75,6.5,7.0,18,7.0
5601,1962,The Manchurian Candidate,6.5,7.516129032258065,6.0,126,7.2,7.5,7.0,6.0,6.0,13,8.0
5602,1996,Last Dance,6.5,6.561867935752528,6.0,103,6.857142857142857,6.0,5.75,6.0,6.0,1,6.0
5604,2003,Dorm Daze,6.0,6.561867935752528,6.0,96,5.0,5.0,5.0,6.0,6.0,0,5.0
5607,1996,The Hunchback of Notre Dame,6.666666666666667,6.877256317689531,6.0,91,7.0,6.96,6.5,6.5,6.0,29,7.0
5611,2000,Rangers,6.0,6.561867935752528,6.0,0,4.1875,3.0,4.0,6.0,6.0,0,3.0
5612,1996,Kids in the Hall: Brain Candy,6.0,6.561867935752528,6.0,89,6.333333333333333,7.0,6.75,6.0,6.0,4,7.0
5614,2000,Best in Show,6.0,6.6177194421657095,6.0,90,6.833333333333333,8.0,6.75,6.0,6.0,25,8.0
5616,1966,The Blue Max,6.666666666666667,7.516129032258065,6.0,156,6.4,8.0,7.0,6.0,7.0,5,8.0
5617,2000,Hanging Up,6.5,6.6177194421657095,6.0,94,6.75,5.666666666666667,6.25,6.0,6.0,3,5.0
5620,1987,Tough Guys Don't Dance,6.333333333333333,6.561867935752528,6.0,110,5.0,5.0,6.0,6.0,6.0,11,5.0
5621,1994,Naked Gun 33 1/3: The Final Insult,6.0,6.6177194421657095,6.0,83,7.0,6.666666666666667,6.5,6.0,6.0,3,7.0
5625,1999,At First Sight,7.0,6.6177194421657095,6.0,128,6.8,6.0,6.0,6.0,6.0,0,6.0
5627,1955,All That Heaven Allows,7.0,7.566810344827586,6.0,89,7.5,8.0,7.5,6.0,6.0,1,8.0
5628,1996,The Nutty Professor,6.333333333333333,6.6177194421657095,6.0,95,6.833333333333333,6.0,6.0,6.0,6.0,20,6.0
5629,1975,Shampoo,6.5,6.561867935752528,6.0,109,7.428571428571429,6.5,6.5,6.0,6.0,13,7.0
5633,1999,Tuesdays with Morrie,7.0,7.084432717678101,6.0,89,7.0,8.0,6.75,6.0,6.0,24,8.0
5637,1997,Vanishing Point,6.333333333333333,7.084432717678101,6.0,91,5.5,6.333333333333333,6.0,6.0,6.0,1,6.0
5638,2001,Baran,7.0,6.75021682567216,6.0,94,8.5,8.0,8.0,7.5,7.0,18,8.0
5639,1943,For Whom the Bell Tolls,6.666666666666667,7.14540059347181,6.0,170,7.5,7.0,7.0,6.5,6.0,12,7.0
5641,1995,Voodoo,5.5,6.561867935752528,6.0,91,5.0,5.0,5.5,6.0,6.0,0,5.0
5644,2004,Melinda and Melinda,6.666666666666667,6.6177194421657095,6.0,99,7.666666666666667,7.0,6.75,6.0,6.0,0,7.0
5645,1990,Repossessed,5.666666666666667,6.6177194421657095,6.0,80,5.0,5.0,5.75,6.0,6.0,1,5.0
5646,2001,61*,7.0,7.611111111111111,6.0,129,7.0,8.0,6.75,6.0,6.0,30,8.0
5647,1996,Feeling Minnesota,6.333333333333333,6.561867935752528,6.0,99,6.0,5.0,6.5,6.0,6.0,0,6.0
5650,1999,Buena Vista Social Club,7.0,6.877256317689531,6.0,105,8.0,8.0,8.0,6.5,6.6,31,8.0
5651,1992,Boomerang,6.666666666666667,6.561867935752528,6.0,117,6.166666666666667,6.0,5.75,6.5,6.0,5,6.0
5652,1949,Twelve O'Clock High,7.0,7.566810344827586,6.0,132,7.285714285714286,8.0,7.25,6.0,6.0,8,8.0
5654,1973,Chino,6.333333333333333,6.75021682567216,6.0,97,6.0,6.0,6.25,6.0,7.0,0,6.0
5655,1997,The Harmonists,7.0,6.561867935752528,6.0,115,8.0,8.0,7.75,6.5,6.5,16,8.0
5656,1986,Star Trek IV: The Voyage Home,6.0,6.75021682567216,6.0,119,6.4,7.285714285714286,6.5,6.5,6.0,20,8.0
5658,2001,The Experiment,6.5,6.561867935752528,6.0,120,8.5,8.0,7.75,6.5,6.0,27,8.0
5659,1988,Two Moon Junction,7.0,6.561867935752528,6.0,104,5.333333333333333,5.0,6.0,6.0,6.0,1,5.0
5660,2004,Bite Me!,5.0,6.561867935752528,6.0,85,4.5,4.0,4.25,6.0,6.0,0,5.0
5664,1983,Fire and Ice,6.333333333333333,6.75021682567216,6.0,81,6.857142857142857,7.0,7.0,6.0,6.0,0,7.0
5667,2005,Son of the Mask,6.0,6.75021682567216,6.0,94,4.5,3.0,4.25,6.0,6.0,19,3.0
5668,1987,Square Dance,7.0,6.6177194421657095,6.0,112,6.625,6.0,6.25,6.0,6.0,0,6.0
5670,2002,Naqoyqatsi,7.0,6.75021682567216,6.0,89,7.5,7.0,7.0,6.0,6.0,0,7.0
5671,1996,Secrets & Lies,7.0,6.561867935752528,6.0,136,8.0,8.0,7.0,6.0,7.0,75,8.0
5672,1997,The Borrowers,6.0,6.75021682567216,6.0,89,6.25,6.0,6.25,6.0,6.5,5,6.0
5677,1994,Greater Tuna,6.0,7.084432717678101,6.0,102,8.0,8.0,8.0,6.0,6.0,0,8.0
5679,2002,Mr. Smith Gets a Hustler,6.666666666666667,6.561867935752528,6.0,91,5.0,5.0,5.25,6.0,6.0,0,5.0
5681,1983,High School USA,6.0,7.084432717678101,6.0,96,4.5,5.0,6.5,6.0,6.0,0,6.0
5682,1922,Oliver Twist,7.0,7.084432717678101,6.0,98,7.25,7.0,7.25,6.0,6.0,0,7.0
5683,1943,Sahara,6.666666666666667,7.516129032258065,6.0,97,7.666666666666667,8.0,7.25,6.75,6.0,0,8.0
5686,1993,Nowhere to Run,6.333333333333333,6.561867935752528,6.0,94,7.0,6.0,6.0,6.0,6.0,1,6.0
5687,2002,Prisoner of Paradise,7.0,7.084432717678101,6.0,96,8.0,8.0,7.75,6.0,6.25,3,8.0
5689,1982,Forced Vengeance,6.0,6.561867935752528,6.0,90,6.666666666666667,6.0,5.75,6.0,6.0,0,6.0
5692,2000,Dude,6.0,6.6177194421657095,6.0,83,6.0,6.0,6.0,6.666666666666667,6.0,5,6.0
5694,1992,In the Soup,6.5,6.561867935752528,6.0,93,7.0,7.5,6.75,6.0,6.666666666666667,8,8.0
5695,2003,Bad Santa,6.333333333333333,6.561867935752528,6.0,91,8.0,7.0,6.75,6.0,6.0,13,8.0
5698,1985,Fool for Love,7.0,6.561867935752528,6.0,106,7.2631578947368425,7.0,6.25,6.0,6.0,2,7.0
5699,2002,Joshua,7.0,6.877256317689531,6.0,91,7.0,7.0,6.0,6.0,6.0,0,7.0
5702,1962,Requiem for a Heavyweight,6.5,7.084432717678101,6.0,95,7.428571428571429,7.5,6.75,6.0,6.0,3,8.0
5704,1997,Seven Years in Tibet,6.666666666666667,6.6177194421657095,6.0,136,7.571428571428571,6.5,6.5,6.8,6.5,11,7.0
